000000.png	[[1.67, 1.679, 4.2677, -22.3936, 1.1708, 49.1527, 1.5097], [1.4627, 1.5896, 3.7212, -37.9532, 2.661, 47.4575, 1.5091], [1.5142, 1.601, 3.7673, -20.4644, 2.5668, 45.0035, 1.5244], [1.5708, 1.6683, 4.3808, 18.3325, 1.1871, 19.292, 0.005], [1.5822, 1.6215, 4.1643, -17.558, 2.1686, 18.9516, 0.0398], [1.5824, 1.6535, 4.1805, -1.0904, 1.677, 19.0629, -0.0009]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])]]
000001.png	[[1.5968, 1.6576, 4.1475, -2.1367, 0.1945, 45.8258, -1.5806], [1.67, 1.679, 4.2677, -22.40050213464521, 1.1721860320092539, 49.14915594878164, 1.5097], [1.4627, 1.5896, 3.7212, -37.95982496572041, 2.6629078517889506, 47.45188775631556, 1.5091], [1.5142, 1.601, 3.7673, -20.470710501371627, 2.5680069652946815, 45.00017085802584, 1.5244], [1.5708, 1.6683, 4.3808, 18.32948747584382, 1.1862192835790717, 19.29376649688058, 0.005], [1.6293166666666665, 1.6739333333333335, 4.309775, -16.21533441151342, 2.1514017595322654, 18.88810604878413, 0.02724166666666667], [1.62365, 1.6877833333333334, 4.322033333333334, 0.31785903291356954, 1.655402139440702, 19.05140107079427, -0.019875]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([1.344]), array([-0.018]), array([-0.06])], [array([1.41]), array([-0.021]), array([-0.011])]]
000002.png	[[1.506, 1.6066, 3.7615, -13.3816, 2.1139, 27.1484, 1.6212], [1.5968, 1.6576, 4.1475, -2.1367906914288004, 0.19535582492205197, 45.82468418564613, -1.5806], [1.5804799999999999, 1.6368485714285714, 4.1561514285714285, -14.78584375830231, 2.085300992609038, 18.923056582764627, 0.02747714285714286], [1.6332771428571429, 1.6692628571428572, 4.354934285714285, 1.7984614063600488, 1.6160637939227611, 19.119313997586573, -0.0193]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([1.414]), array([-0.057]), array([0.018])], [array([1.467]), array([-0.037]), array([0.054])]]
000003.png	[[1.5837978494623657, 1.666005376344086, 4.2588978494623655, -13.50738451822385, 2.0221586735446193, 18.89013195687927, 0.020880645161290325], [1.6502548387096774, 1.6795763440860214, 4.283878494623655, 3.1647700372652943, 1.62009165993264, 19.139519444022252, -0.019861290322580646]]	[[array([1.344]), array([-0.06]), array([-0.008])], [array([1.415]), array([-0.016]), array([0.038])]]
000004.png	[[1.6541627049180327, 1.7055467213114754, 4.442512704918033, -12.186107438314222, 2.03355275799679, 18.87803466589983, 0.011238524590163935], [1.661236475409836, 1.683056557377049, 4.247750819672131, 4.599686220164686, 1.6015765665218262, 19.174474304910923, -0.015553278688524592]]	[[array([1.336]), array([-0.034]), array([-0.008])], [array([1.423]), array([-0.017]), array([0.037])]]
000005.png	[[1.7673078247261345, 1.7654169014084506, 4.662011111111111, -10.74361466487894, 2.0146260529524946, 18.856749532634243, 0.015418153364632236], [1.6587413145539907, 1.6755419405320813, 4.308545696400626, 6.066607366575634, 1.5517700677155377, 19.185214471909944, -0.013294992175273867]]	[[array([1.365]), array([-0.032]), array([-0.011])], [array([1.435]), array([-0.028]), array([0.031])]]
000006.png	[[1.725090077704722, 1.765221040047818, 4.840559294680215, -9.299949336374041, 1.9503379565611472, 18.855278171729367, 0.016457621040047818], [1.6807802151823072, 1.6777410041841003, 4.324401374775852, 7.558603739017453, 1.5119343624524237, 19.18998351781005, -0.022259832635983263]]	[[array([1.383]), array([-0.039]), array([-0.008])], [array([1.448]), array([-0.031]), array([0.025])]]
000007.png	[[1.7499412785388129, 1.7297327397260274, 4.514755593607306, -7.9788468823777405, 1.932126804524508, 18.8789253437837, 0.018708744292237442], [1.6412999086757991, 1.6657875570776255, 4.218160045662101, 9.043145852048996, 1.4446508167399195, 19.1929944852369, -0.0079462100456621]]	[[array([1.371]), array([-0.037]), array([-0.002])], [array([1.454]), array([-0.039]), array([0.022])]]
000008.png	[[1.740768858463417, 1.7586983169093922, 4.737893442051103, -6.505815238037049, 1.8891665692308537, 18.89982101485798, 0.009371021191244439], [1.6163931804308014, 1.6792683962675503, 4.358911162466208, 10.522477201007714, 1.415550954312002, 19.230983252076665, -0.010142574343769075]]	[[array([1.388]), array([-0.038]), array([0.002])], [array([1.459]), array([-0.038]), array([0.024])]]
000009.png	[[1.6898002964591454, 1.7481927783884614, 4.781716108723893, -5.171336299279212, 1.7775096246713802, 18.899194466338784, -0.0015502714766330236], [1.5968675194030846, 1.6689049565304288, 4.2905496985443525, 11.929812178806914, 1.3833433996125906, 19.262626527925867, -0.0015255887545384903]]	[[array([1.38]), array([-0.049]), array([0.002])], [array([1.451]), array([-0.037]), array([0.026])]]
