000000.png	[[1.4771, 1.6229, 3.9216, -31.7505, 2.793, 41.5026, 1.3137], [1.4809, 1.5712, 3.7128, -16.868, 2.5524, 46.4148, 0.2274], [1.4645, 1.5665, 3.5023, 20.5448, 1.7877, 39.7252, 3.1255], [1.4552, 1.4697, 3.5212, -16.5107, 2.3565, 50.666, 1.7279], [1.8034, 1.7584, 4.6298, -0.5347, 1.7887, 13.0032, -1.6485], [1.7915, 1.721, 4.2428, 14.1346, 1.67, 32.9695, 3.0553], [1.4361, 1.6546, 4.5114, -3.1924, 1.7416, 5.1348, -1.5959]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])]]
000001.png	[[1.4674, 1.5056, 3.6652, -23.8796, 3.1341, 54.7416, 1.5332], [1.4759, 1.6251, 3.9272, -26.0689, 2.647, 41.2174, 1.4587], [1.4608, 1.6054, 3.7133, -29.1513, 2.7096, 41.172, 1.1357], [1.5360416666666667, 1.5993416666666667, 3.800416666666667, -32.21405222746102, 2.7885026468137233, 41.15090381178918, 1.03375], [1.4809, 1.5712, 3.7128, -16.85199815952338, 2.559870520719448, 46.09657481053121, 0.2274], [1.47055, 1.610775, 3.8224, 21.09944591037782, 1.886987334670843, 39.67887166156812, 3.0907583333333335], [1.4552, 1.4697, 3.5212, -16.493550975189837, 2.363285413070238, 50.34764663005159, 1.7279], [1.785525, 1.7332833333333335, 4.306766666666666, -0.4531076720797244, 1.8016981704462895, 13.09735828907642, -1.6152250000000001], [1.8424666666666667, 1.7219166666666665, 4.179091666666666, 14.141900362358799, 1.7547894457124915, 32.64729941844461, 3.067125], [1.5075083333333335, 1.6746750000000001, 4.6159, -3.18310070154767, 1.7548984564610008, 5.148566402375822, -1.5896666666666666]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([-0.478]), array([-0.026]), array([-0.038])], [array([0.]), array([0.]), array([0.])], [array([0.541]), array([0.127]), array([0.283])], [array([0.]), array([0.]), array([0.])], [array([0.077]), array([0.018]), array([0.417])], [array([-0.004]), array([0.106]), array([0.006])], [array([0.007]), array([0.015]), array([0.336])]]
000002.png	[[2.4212, 1.9599, 5.2139, -39.2708, 1.6183, 58.9705, -1.6458], [2.1334, 1.8941, 5.1609, 21.1039, 1.5851, 32.8202, 3.0669], [1.4698, 1.6226, 3.9345, 7.485, 2.1312, 61.0244, 2.2128], [1.4674, 1.5056, 3.6652, -23.851116640953364, 3.120051643357711, 54.40525974271245, 1.5332], [1.4575666666666667, 1.578625, 3.7556916666666664, -25.791725548260075, 2.5690069438944088, 40.88719948132329, 1.5004083333333333], [1.4658416666666667, 1.6314333333333333, 3.7880083333333334, -28.93931903572427, 2.7622940168976746, 41.049678874933136, 1.2907083333333333], [1.5144600000000001, 1.5992485714285714, 3.7654457142857143, -31.673529389282617, 2.8504151776812905, 41.001594410759715, 1.2349342857142858], [1.5099457142857142, 1.6209114285714286, 3.806694285714286, 21.333093036931764, 1.8875617218109961, 39.40833359262086, 3.0869742857142857], [1.7476571428571428, 1.73014, 4.3911, -0.5178199757063007, 1.7618482337397605, 13.2980278893533, -1.6146828571428573], [1.8537257142857142, 1.7283457142857142, 4.192765714285715, 14.223610023942717, 1.7851302049030735, 32.2800597949622, 3.0592228571428572], [1.4969885714285716, 1.6502457142857143, 4.522191428571428, -3.191834980043148, 1.7128518671212891, 5.009580518554854, -1.5787799999999999]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.255]), array([-0.069]), array([0.005])], [array([0.19]), array([0.06]), array([0.211])], [array([0.332]), array([0.05]), array([0.141])], [array([0.275]), array([0.047]), array([0.126])], [array([-0.044]), array([-0.021]), array([0.525])], [array([0.052]), array([0.062]), array([-0.008])], [array([-0.008]), array([-0.027]), array([0.232])]]
000003.png	[[1.463897142857143, 1.6006228571428571, 3.867477142857143, -26.19692124287604, 2.607334551167032, 40.47614642354897, 1.2600857142857143], [1.4610171428571428, 1.6067028571428572, 3.7448942857142855, -28.8262909945439, 2.728336640195978, 40.66369632245979, 1.3269771428571429], [1.5144600000000001, 1.5992485714285714, 3.7654457142857143, -31.31944540106054, 2.8446883142294546, 40.7486395578622, 1.2349342857142858], [1.5150935483870966, 1.6081193548387096, 3.72537311827957, 21.069419581629212, 1.993547416069602, 38.806904145878775, 3.120168817204301], [1.7477462365591399, 1.7008032258064516, 4.119747311827957, -0.5618463607001463, 1.7564512017816793, 13.397015196200742, -1.6251086021505377], [1.843668817204301, 1.726321505376344, 4.192475268817205, 14.148227632792814, 1.726751887855648, 31.88072853656006, 3.057961290322581], [1.4898236559139786, 1.6339397849462367, 4.502676344086021, -3.1969032378391433, 1.7584996541952311, 4.985265017653088, -1.5803516129032258]]	[[array([-0.299]), array([0.061]), array([-0.01])], [array([0.11]), array([0.028]), array([0.048])], [array([0.332]), array([0.05]), array([0.141])], [array([-0.012]), array([0.094]), array([-0.029])], [array([-0.047]), array([-0.004]), array([0.518])], [array([-0.022]), array([0.016]), array([0.007])], [array([-0.008]), array([0.016]), array([0.311])]]
000004.png	[[1.467516129032258, 1.6057225806451614, 3.9435774193548387, -26.275611870371062, 2.6087753475024194, 40.26689227701586, 1.1980408602150538], [1.4550193548387096, 1.6018989247311828, 3.755001075268817, -28.959386387215527, 2.747993505123442, 40.10926894806779, 1.3210666666666666], [1.4878242187500001, 1.5957984375, 3.79323984375, -32.00947155070818, 2.826584631180772, 39.93284301715359, 1.1089234375], [1.498883606557377, 1.5868188524590163, 3.755156557377049, 21.349736372854803, 1.8479598622223712, 38.46130350547148, 3.0763114754098364], [1.7170225409836066, 1.6912090163934426, 4.049911475409836, -0.6386071052564423, 1.7742516049844876, 13.59501802874511, -1.6551795081967213], [1.8371901639344261, 1.7284122950819671, 4.211241803278689, 14.118979876715136, 1.7200830480395732, 31.461190742015017, 3.057056967213115], [1.504352049180328, 1.6378758196721313, 4.510055327868852, -3.1983641681329718, 1.746275660665706, 4.8656274390507885, -1.5834139344262295]]	[[array([-0.188]), array([0.013]), array([0.093])], [array([-0.016]), array([0.005]), array([-0.056])], [array([-0.021]), array([0.014]), array([-0.051])], [array([0.092]), array([0.003]), array([0.002])], [array([-0.058]), array([0.002]), array([0.547])], [array([-0.025]), array([0.003]), array([-0.001])], [array([-0.005]), array([0.006]), array([0.301])]]
000005.png	[[2.5131105263157894, 1.9644447368421052, 5.085318421052632, -39.51156083653836, 1.6952735478873684, 57.75235035253554, -1.6919526315789475], [1.4651545081967212, 1.600077049180328, 3.9237262295081967, -26.27553762938191, 2.7136963016771283, 39.59167197783338, 1.1434946721311476], [1.4402168032786886, 1.5926168032786885, 3.747574180327869, -29.16342886924161, 2.7541001938327536, 39.6116280139944, 1.1887147540983607], [1.4667220630372493, 1.5907968481375359, 3.812148424068768, -31.964651895997985, 2.8907588060632343, 39.49243943421, 1.0536269340974214], [1.4870251956181533, 1.5945341158059467, 3.7585214397496087, 20.458681038233916, 1.8648284090336658, 38.18880015029307, 3.097754303599374], [1.7629374021909232, 1.7172276995305165, 3.992416118935837, -0.7315170685361723, 1.8294216178174627, 13.695849392829063, -1.676023943661972], [1.8087611893583724, 1.7246957746478873, 4.223084507042254, 14.187142299833155, 1.7106335501584038, 31.041180349224252, 3.053312832550861], [1.4926367762128325, 1.6396834115805947, 4.488200312989045, -3.1937207673105767, 1.7615440002074279, 4.834144533506819, -1.5803145539906103]]	[[array([-0.111]), array([0.088]), array([0.09])], [array([-0.116]), array([0.04]), array([-0.028])], [array([-0.08]), array([-0.001]), array([-0.059])], [array([0.]), array([0.022]), array([-0.039])], [array([-0.174]), array([0.011]), array([0.041])], [array([-0.067]), array([0.018]), array([0.541])], [array([0.003]), array([0.003]), array([-0.001])], [array([-0.002]), array([0.009]), array([0.326])]]
000006.png	[[2.5131105263157894, 1.9644447368421052, 5.085318421052632, -39.661287844480164, 1.7548349009078832, 57.32859209002614, -1.6919526315789475], [1.4764948356807512, 1.6128870109546167, 4.106312519561816, -26.362788697028837, 2.7969046009450644, 39.48352847009503, 1.1872632237871674], [1.454485758998435, 1.5982934272300469, 3.9128843505477304, -29.39319662029529, 2.8773052137073094, 39.27772630566992, 1.1181125195618153], [1.4665843307943416, 1.5778978237214365, 3.819251142546246, -31.98500091384508, 2.9672892974994896, 39.14035429200503, 1.0806526659412405], [1.503387985654513, 1.615588583383144, 3.7925010161386727, 21.10600409977759, 1.8335579963815851, 37.73372122912297, 3.0163851763299463], [1.7011709503885235, 1.736679199043634, 4.3501961147638974, -0.8653461810058013, 1.8034867595484219, 14.036714870834308, -1.7224866108786612], [1.853655708308428, 1.7462065750149431, 4.337928033472803, 14.24513328492999, 1.733260583043482, 30.592523222008257, 3.051636162582188], [1.5093632396891812, 1.6356763299462045, 4.472748834429169, -3.2031355170268663, 1.750968408486329, 4.769930214551595, -1.5783895995218171]]	[[array([-0.111]), array([0.088]), array([0.09])], [array([-0.101]), array([0.059]), array([0.088])], [array([-0.114]), array([0.038]), array([0.004])], [array([0.001]), array([0.037]), array([0.004])], [array([0.014]), array([0.028]), array([0.037])], [array([-0.079]), array([0.015]), array([0.605])], [array([0.02]), array([0.028]), array([0.006])], [array([-0.003]), array([0.008]), array([0.348])]]
000007.png	[[2.090017142857143, 1.7809114285714285, 4.044102857142857, 32.09326828359608, 1.1737284687492222, 38.55137954349299, -1.5701085714285714], [1.467815789473684, 1.559928947368421, 3.693386842105263, -24.013770897930744, 3.3736185128832106, 52.059958400734146, 1.5065], [1.4764948356807512, 1.6128870109546167, 4.106312519561816, -26.498432538383522, 2.858940583226101, 39.08332484739399, 1.1872632237871674], [1.4486230723251643, 1.5826607890017932, 3.7800129707112973, -29.29429700127403, 2.9062274431401955, 38.7002449175657, 1.1156943813508668], [1.4665843307943416, 1.5778978237214365, 3.819251142546246, -32.01761089429955, 3.020146885800995, 38.65133281754781, 1.0806526659412405], [1.595915479452055, 1.6405025114155252, 3.8897175342465755, 21.3690400436775, 1.8462082497418977, 37.355166710340654, 2.9824023287671233], [1.6949467351598173, 1.730697100456621, 4.444819908675799, -1.0137282430810879, 1.8498707402634729, 14.24604522744326, -1.7383784246575342], [1.865920205479452, 1.7323584931506848, 4.281113150684932, 14.220873882944614, 1.753462622636895, 30.11088802827789, 3.0500687214611872], [1.555367876712329, 1.63284799086758, 4.288852785388128, -3.177864264652042, 1.7980199227621498, 4.753253141874504, -1.5850090182648402]]	[[array([-0.015]), array([0.158]), array([-0.182])], [array([-0.072]), array([0.166]), array([-0.028])], [array([-0.101]), array([0.059]), array([0.088])], [array([-0.059]), array([0.034]), array([-0.016])], [array([0.001]), array([0.037]), array([0.004])], [array([0.067]), array([0.044]), array([0.042])], [array([-0.089]), array([0.026]), array([0.618])], [array([0.017]), array([0.041]), array([-0.001])], [array([0.004]), array([0.017]), array([0.368])]]
000008.png	[[2.243713157894737, 1.936671052631579, 5.292036842105263, 20.877797314802564, 1.4526375962013094, 30.172348691761083, 3.055907894736842], [2.090017142857143, 1.7809114285714285, 4.044102857142857, 32.043534055840055, 1.2477871192690937, 37.86127815338725, -1.5701085714285714], [1.4731079207920792, 1.5702029702970297, 3.8246970297029703, -24.08710472244981, 3.49705662891697, 51.680465569540864, 1.508059405940594], [1.4577569204152248, 1.5795377162629758, 3.745653287197232, -26.324154857601986, 2.9205898365142873, 38.26544928873135, 1.130992517301038], [1.4562106621004567, 1.5984449543378996, 3.9524989497716896, -29.39853969209772, 2.925190048522202, 38.254268866055, 1.065389680365297], [1.523039661637743, 1.6046549664253946, 3.822093738554112, 21.44860108095851, 1.7645928760773346, 36.8476096253162, 3.0399398883753377], [1.6975135955350136, 1.7258164210342724, 4.333870436905904, -1.1158000273082256, 1.8301260042052434, 14.327701548297547, -1.7398750414232145], [1.8293200837184964, 1.7082190023545827, 4.146126319002355, 14.14698880630201, 1.713464821176161, 29.613937111148417, 3.054352489753205], [1.562495125141711, 1.64116179471527, 4.070345016133252, -3.2014078397976045, 1.8195537727900628, 4.806950994220716, -1.5837673759483735]]	[[array([-0.016]), array([0.029]), array([-0.017])], [array([-0.015]), array([0.158]), array([-0.182])], [array([-0.053]), array([0.181]), array([0.059])], [array([-0.044]), array([0.069]), array([0.023])], [array([-0.061]), array([0.041]), array([0.008])], [array([0.075]), array([0.036]), array([0.037])], [array([-0.089]), array([0.023]), array([0.618])], [array([0.007]), array([0.038]), array([0.003])], [array([0.]), array([0.02]), array([0.404])]]
000009.png	[[2.3169970297029705, 1.991580198019802, 5.598593069306931, 21.154845351748154, 1.595017868187523, 29.75228262851981, 3.0690643564356432], [1.4731079207920792, 1.5702029702970297, 3.8246970297029703, -24.180879790350986, 3.664010462272104, 51.2164704664789, 1.508059405940594], [1.4577569204152248, 1.5795377162629758, 3.745653287197232, -26.399346940359873, 2.9791147963237967, 37.76386457589026, 1.130992517301038], [1.461951792099067, 1.605339155838493, 3.873576611145025, -29.47690461568607, 2.9453330311241075, 37.762123064513766, 1.0763352664166739], [1.523039661637743, 1.6046549664253946, 3.822093738554112, 21.49287464168943, 1.7819424874768628, 36.39530837794055, 3.0399398883753377], [1.7223501615535792, 1.7133837880150562, 4.250515915525798, -1.2578397624301136, 1.894639225380243, 14.467356508925398, -1.7590495220012659], [1.8364150627893807, 1.7042518403784017, 4.018177006095733, 14.243988997409593, 1.718029472728685, 29.111231223953567, 3.0512916824889245], [1.5087291762432964, 1.5999625362246428, 4.019576599713534, -3.2117632971547123, 1.8144849808277808, 4.719149479739521, -1.5891644348955731]]	[[array([0.123]), array([0.086]), array([0.021])], [array([-0.053]), array([0.181]), array([0.059])], [array([-0.044]), array([0.069]), array([0.023])], [array([-0.059]), array([0.039]), array([0.012])], [array([0.075]), array([0.036]), array([0.037])], [array([-0.095]), array([0.031]), array([0.622])], [array([0.024]), array([0.035]), array([0.002])], [array([-0.]), array([0.017]), array([0.406])]]
